PLAY ARTIST
"USER: Play 'Bohemian Rhapsody' by Queen, please",COMMAND: PLAY SONG BOHEMIAN RHAPSODY - QUEEN,"RESPONSE: Rocking out to 'Bohemian Rhapsody' by Queen."""
USER: Put on 'Shape of You' by Ed Sheeran,COMMAND: PLAY SONG SHAPE OF YOU - ED SHEERAN,"RESPONSE: Dancing to 'Shape of You' by Ed Sheeran."""
USER: Play 'Billie Jean' by Michael Jackson,COMMAND: PLAY SONG BILLIE JEAN - MICHAEL JACKSON,"RESPONSE: Getting into the groove with 'Billie Jean' by Michael Jackson."""
USER: I want to hear 'Imagine' by John Lennon,COMMAND: PLAY SONG IMAGINE - JOHN LENNON,"RESPONSE: Enjoying the classic 'Imagine' by John Lennon."""
"USER: Put on 'Rolling in the Deep' by Adele, please",COMMAND: PLAY SONG ROLLING IN THE DEEP - ADELE,"RESPONSE: Singing along to 'Rolling in the Deep' by Adele."""
USER: Play 'Hotel California' by the Eagles,COMMAND: PLAY SONG HOTEL CALIFORNIA - THE EAGLES,"RESPONSE: Checking in to 'Hotel California' by The Eagles."""
USER: I'm in the mood for 'Smooth Criminal' by Michael Jackson,COMMAND: PLAY SONG SMOOTH CRIMINAL - MICHAEL JACKSON,"RESPONSE: Getting ready to groove to 'Smooth Criminal' by Michael Jackson."""
"USER: Can you play 'Stairway to Heaven' by Led Zeppelin?"" AI: ""PLAY SONG STAIRWAY TO HEAVEN - LED ZEPPELIN","RESPONSE: Ascending 'Stairway to Heaven' with Led Zeppelin."""
"USER: Put on 'Purple Haze' by Jimi Hendrix, please",COMMAND: PLAY SONG PURPLE HAZE - JIMI HENDRIX,"RESPONSE: Rocking out to 'Purple Haze' by Jimi Hendrix."""
USER: I want to hear 'Hey Jude' by the Beatles,COMMAND: PLAY SONG HEY JUDE - THE BEATLES,"RESPONSE: Singing along to 'Hey Jude' by The Beatles."""
USER: Play 'Purple Rain' by Prince,COMMAND: PLAY SONG PURPLE RAIN - PRINCE,"RESPONSE: Enjoying 'Purple Rain' by Prince."""
"USER: Put on 'Wonderwall' by Oasis, please",COMMAND: PLAY SONG WONDERWALL - OASIS,"RESPONSE: Listening to 'Wonderwall' by Oasis."""
USER: Play 'Sweet Child o' Mine' by Guns N' Roses,COMMAND: PLAY SONG SWEET CHILD O' MINE - GUNS N' ROSES,"RESPONSE: Rocking out to 'Sweet Child o' Mine' by Guns N' Roses."""
USER: I'd like to hear 'Imagine Dragons' by Radioactive,COMMAND: PLAY SONG RADIOACTIVE - IMAGINE DRAGONS,"RESPONSE: Getting fired up with 'Radioactive' by Imagine Dragons."""
USER: Put on 'Shape of My Heart' by Sting,COMMAND: PLAY SONG SHAPE OF MY HEART - STING,"RESPONSE: Enjoying 'Shape of My Heart' by Sting."""
USER: Play 'Piano Man' by Billy Joel,COMMAND: PLAY SONG PIANO MAN - BILLY JOEL,"RESPONSE: Singing along to 'Piano Man' by Billy Joel."""
USER: I want to hear 'Time' by Pink Floyd,COMMAND: PLAY SONG TIME - PINK FLOYD,"RESPONSE: Losing track of time with 'Time' by Pink Floyd."""
USER: Play 'Rolling Stone' by The Weeknd,COMMAND: PLAY SONG ROLLING STONE - THE WEEKND,"RESPONSE: Listening to 'Rolling Stone' by The Weeknd."""
"USER: Put on 'Livin' on a Prayer' by Bon Jovi, please",COMMAND: PLAY SONG LIVIN' ON A PRAYER - BON JOVI,"RESPONSE: Rocking out to 'Livin' on a Prayer' by Bon Jovi."""
USER: I'd like to hear 'Yellow Submarine' by The Beatles,COMMAND: PLAY SONG YELLOW SUBMARINE - THE BEATLES,"RESPONSE: Sailing away with 'Yellow Submarine' by The Beatles."""
USER: Play 'Sicko Mode' by Travis Scott,COMMAND: PLAY SONG SICKO MODE - TRAVIS SCOTT,"RESPONSE: Getting into the groove with 'Sicko Mode' by Travis Scott."""
"USER: Put on 'Lose Yourself' by Eminem, please",COMMAND: PLAY SONG LOSE YOURSELF - EMINEM,"RESPONSE: Listening to 'Lose Yourself' by Eminem."""
USER: Play 'Old Town Road' by Lil Nas X,COMMAND: PLAY SONG OLD TOWN ROAD - LIL NAS X,"RESPONSE: Riding along with 'Old Town Road' by Lil Nas X."""
USER: I want to hear 'HUMBLE.' by Kendrick Lamar,COMMAND: PLAY SONG HUMBLE. - KENDRICK LAMAR,"RESPONSE: Getting 'HUMBLE.' with Kendrick Lamar."""
USER: Put on 'God's Plan' by Drake,COMMAND: PLAY SONG GOD'S PLAN - DRAKE,"RESPONSE: Listening to 'God's Plan' by Drake."""
USER: Play 'Hotline Bling' by Drake,COMMAND: PLAY SONG HOTLINE BLING - DRAKE,"RESPONSE: Dancing to 'Hotline Bling' by Drake."""
"USER: Can you play 'Black Beatles' by Rae Sremmurd?"" AI: ""PLAY SONG BLACK BEATLES - RAE SREMMURD","RESPONSE: Rocking out to 'Black Beatles' by Rae Sremmurd."""
"USER: Put on 'Uptown Funk' by Mark Ronson ft. Bruno Mars, please",COMMAND: PLAY SONG UPTOWN FUNK - MARK RONSON FT. BRUNO MARS,"RESPONSE: Grooving to 'Uptown Funk' by Mark Ronson ft. Bruno Mars."""
USER: I'd like to hear 'Mo Money Mo Problems' by The Notorious B.I.G,COMMAND: PLAY SONG MO MONEY MO PROBLEMS - THE NOTORIOUS B.I.G,"RESPONSE: Enjoying 'Mo Money Mo Problems' by The Notorious B.I.G."""
USER: Play 'Hot Girl Summer' by Megan Thee Stallion,COMMAND: PLAY SONG HOT GIRL SUMMER - MEGAN THEE STALLION,"RESPONSE: Heating things up with 'Hot Girl Summer' by Megan Thee Stallion."""
"USER: Put on 'Suge' by DaBaby, please",COMMAND: PLAY SONG SUGE - DABABY,"RESPONSE: Listening to 'Suge' by DaBaby."""
USER: Play 'Money' by Cardi B,COMMAND: PLAY SONG MONEY - CARDI B,"RESPONSE: Counting 'Money' with Cardi B."""
USER: I want to hear 'Gin and Juice' by Snoop Dogg,COMMAND: PLAY SONG GIN AND JUICE - SNOOP DOGG,"RESPONSE: Sipping on 'Gin and Juice' with Snoop Dogg."""
"USER: Put on 'In Da Club' by 50 Cent, please",COMMAND: PLAY SONG IN DA CLUB - 50 CENT,"RESPONSE: Partying 'In Da Club' with 50 Cent."""
USER: Play 'Sick Boy' by The Chainsmokers,COMMAND: PLAY SONG SICK BOY - THE CHAINSMOKERS,"RESPONSE: Listening to 'Sick Boy' by The Chainsmokers."""
"USER: Can you play 'No Role Modelz' by J. Cole?"" AI: ""PLAY SONG NO ROLE MODELZ - J. COLE","RESPONSE: Getting introspective with 'No Role Modelz' by J. Cole."""
USER: Put on 'Bad and Boujee' by Migos,COMMAND: PLAY SONG BAD AND BOUJEE - MIGOS,"RESPONSE: Feeling 'Bad and Boujee' with Migos."""
USER: I'd like to hear 'Fancy' by Iggy Azalea,COMMAND: PLAY SONG FANCY - IGGY AZALEA,"RESPONSE: Getting fancy with Iggy Azalea."""
USER: Play 'Hotline Bling' by Drake,COMMAND: PLAY SONG HOTLINE BLING - DRAKE,"RESPONSE: Dancing to 'Hotline Bling' by Drake."""
USER: Put on 'Old Town Road' by Lil Nas X,COMMAND: PLAY SONG OLD TOWN ROAD - LIL NAS X,"RESPONSE: Riding along with 'Old Town Road' by Lil Nas X."""
"USER: Put on 'Wonderful Tonight,' please",COMMAND: PLAY SONG WONDERFUL TONIGHT,"RESPONSE: Enjoying 'Wonderful Tonight.'"""
USER: Play 'Don't Stop Believin',COMMAND: PLAY SONG DON'T STOP BELIEVIN',"RESPONSE: Belting out 'Don't Stop Believin'."""
"USER: I'd like to hear 'Radioactive.'"" AI: ""PLAY SONG RADIOACTIVE","RESPONSE: Getting fired up with 'Radioactive.'"""
"USER: Play 'Sweet Child o' Mine.'"" AI: ""PLAY SONG SWEET CHILD O' MINE","RESPONSE: Rocking out to 'Sweet Child o' Mine.'"""
"USER: Put on 'Hotel California,' please",COMMAND: PLAY SONG HOTEL CALIFORNIA,"RESPONSE: Checking in to 'Hotel California.'"""
"USER: I want to hear 'Bohemian Rhapsody.'"" AI: ""PLAY SONG BOHEMIAN RHAPSODY","RESPONSE: Rocking out to 'Bohemian Rhapsody.'"""
"USER: Play 'Billie Jean.'"" AI: ""PLAY SONG BILLIE JEAN","RESPONSE: Getting into the groove with 'Billie Jean.'"""
"USER: Put on 'Rolling in the Deep,' please",COMMAND: PLAY SONG ROLLING IN THE DEEP,"RESPONSE: Singing along to 'Rolling in the Deep.'"""
"USER: I'd like to hear 'Imagine.'"" AI: ""PLAY SONG IMAGINE","RESPONSE: Enjoying the classic 'Imagine.'"""
"USER: Play 'Smells Like Teen Spirit.'"" AI: ""PLAY SONG SMELLS LIKE TEEN SPIRIT","RESPONSE: Rocking out to 'Smells Like Teen Spirit.'"""
"USER: Put on 'Wonderwall,' please",COMMAND: PLAY SONG WONDERWALL,"RESPONSE: Listening to 'Wonderwall.'"""
"USER: I want to hear 'Smooth Criminal.'"" AI: ""PLAY SONG SMOOTH CRIMINAL","RESPONSE: Getting ready to groove to 'Smooth Criminal.'"""
"USER: Play 'Piano Man.'"" AI: ""PLAY SONG PIANO MAN","RESPONSE: Singing along to 'Piano Man.'"""
"USER: Put on 'Shape of My Heart,' please",COMMAND: PLAY SONG SHAPE OF MY HEART,"RESPONSE: Enjoying 'Shape of My Heart.'"""
"USER: I'd like to hear 'Time.'"" AI: ""PLAY SONG TIME","RESPONSE: Losing track of time with 'Time.'"""
"USER: Play 'Rolling Stone.'"" AI: ""PLAY SONG ROLLING STONE","RESPONSE: Listening to 'Rolling Stone.'"""
"USER: Put on 'Livin' on a Prayer,' please",COMMAND: PLAY SONG LIVIN' ON A PRAYER,"RESPONSE: Rocking out to 'Livin' on a Prayer.'"""
"USER: I want to hear 'Yellow Submarine.'"" AI: ""PLAY SONG YELLOW SUBMARINE","RESPONSE: Sailing away with 'Yellow Submarine.'"""
"USER: Play 'Smooth.'"" AI: ""PLAY SONG SMOOTH","RESPONSE: Getting into the smooth vibes of 'Smooth.'"""
"USER: Put on 'Don't Stop Me Now,' please",COMMAND: PLAY SONG DON'T STOP ME NOW,"RESPONSE: Getting ready to enjoy 'Don't Stop Me Now.'"""
TURN ON LIGHTS COLOR ROOM
USER: Could you please turn on the lights Violet in Galley?,COMMAND: TURN ON LIGHTS Violet Galley,RESPONSE: Of course! The lights Violet in Galley have been turned on.
USER: It's a bit dark in Dining Room. Let's turn on the lights Grey.,COMMAND: TURN ON LIGHTS Grey Dining Room,RESPONSE: Sure thing! Illuminating Dining Room with Grey lights.
USER: How about we brighten up Swimming Pool by turning on the Orange lights?,COMMAND: TURN ON LIGHTS Orange Swimming Pool,RESPONSE: Certainly! Orange lights are now brightening up Swimming Pool.
USER: I need some light in Spa. Let's turn on the Grey lights.,COMMAND: TURN ON LIGHTS Grey Spa,RESPONSE: Of course! Adding some light to Spa with Grey lights.
USER: The room is too dim. Let's turn on the lights Lime.,COMMAND: TURN ON LIGHTS Lime Guest Bedroom 2,RESPONSE: Absolutely! Lights Lime are now on in the room.
USER: Please turn on the Purple lights in Guest Bedroom 2.,COMMAND: TURN ON LIGHTS Purple Guest Bedroom 2,RESPONSE: Certainly! The Purple lights in Guest Bedroom 2 are now turned on.
USER: It's quite dark in Engine Room. Can we turn on the lights Pink?,COMMAND: TURN ON LIGHTS Pink Engine Room,RESPONSE: Of course! Adding some light to Engine Room with Pink lights.
USER: I'd like to have some light in Salon. Let's turn on the lights Pink.,COMMAND: TURN ON LIGHTS Pink Salon,RESPONSE: Sure thing! Lights Pink are now illuminating Salon.
USER: The lighting in Dining Room is inadequate. Turn on the Orange lights
USER: Can you please turn on the Red lights in Lounge?,COMMAND: TURN ON LIGHTS Red Lounge,RESPONSE: Of course! The Red lights in Lounge are now on.
USER: Let's brighten up Cinema with the Berry lights. Turn them on.,COMMAND: TURN ON LIGHTS Berry Cinema,RESPONSE: Absolutely! Brightening up Cinema with Berry lights.
USER: It's too dark in here. Turn on the Straw lights in Dining Room.,COMMAND: TURN ON LIGHTS Straw Dining Room,RESPONSE: Sure thing! Turning on the Straw lights in Dining Room for better visibility.
USER: We need some light in The Bridge. Turn on the lights Turquoise.,COMMAND: TURN ON LIGHTS Turquoise The Bridge,RESPONSE: Of course! Adding light to The Bridge with Turquoise lights.
USER: Please illuminate Bar Lounge with the Yellow lights.,COMMAND: TURN ON LIGHTS Yellow Bar Lounge,RESPONSE: Certainly! Yellow lights are now illuminating Bar Lounge.
USER: I'd like to have the Brown lights turned on in Guest Bedroom 2.,COMMAND: TURN ON LIGHTS Brown Guest Bedroom 2,RESPONSE: The Brown lights in Guest Bedroom 2 are now on.
USER: Let's improve the lighting in Cabin Suite. Turn on the Coral lights.,COMMAND: TURN ON LIGHTS Coral Cabin Suite,RESPONSE: Absolutely! Enhancing the lighting in Cabin Suite with Coral lights.
USER: The room is too dim for my liking. Can we turn on the Red lights?,COMMAND: TURN ON LIGHTS Red Swimming Pool,RESPONSE: Of course! Lights Red are now on to brighten up the room.
USER: It's a bit gloomy in Guest Bedroom 6. Let's turn on the lights Yellow.,COMMAND: TURN ON LIGHTS Yellow Guest Bedroom 6,RESPONSE: Sure thing! Illuminating Guest Bedroom 6 with Yellow lights.
USER: How about we add some light to The Bridge by turning on the Navy lights?,COMMAND: TURN ON LIGHTS Navy The Bridge,RESPONSE: Certainly! Navy lights are now adding light to The Bridge.
USER: I need better lighting in Bar Lounge. Turn on the White lights
USER: The room feels dark. Let's turn on the Sky lights in Dining Room.,COMMAND: TURN ON LIGHTS Sky Dining Room,RESPONSE: Of course! Adding some light to Dining Room with Sky lights.
USER: I'd like to have the lights Berry in The Bridge turned on
USER: It's a bit dim in Spa. Can we turn on the Sky lights?,COMMAND: TURN ON LIGHTS Sky Spa,RESPONSE: Certainly! Brightening up Spa with Sky lights.
USER: Please turn on the Yellow lights in Guest Bedroom 2 for me.,COMMAND: TURN ON LIGHTS Yellow Guest Bedroom 2,RESPONSE: Of course! The Yellow lights in Guest Bedroom 2 are now turned on.
USER: The lighting in Spa is inadequate. Turn on the Navy lights
USER: Can you please turn on the lights Gold in The Bridge?,COMMAND: TURN ON LIGHTS Gold The Bridge,RESPONSE: Certainly! The lights Gold in The Bridge are now on.
USER: Let's brighten up Salon with the Purple lights. Turn them on.,COMMAND: TURN ON LIGHTS Purple Salon,RESPONSE: Absolutely! Brightening up Salon with Purple lights.
USER: It's too dark in here. Turn on the Straw lights in Lounge
USER: We need some light in Sun Deck. Turn on the Turquoise lights
USER: Please illuminate Master Bedroom with the Brown lights.,COMMAND: TURN ON LIGHTS Brown Master Bedroom,RESPONSE: Certainly! Brown lights are now illuminating Master Bedroom.
USER: I'd like to have the Teal lights turned on in Fitness Center.,COMMAND: TURN ON LIGHTS Teal Fitness Center,RESPONSE: The Teal lights in Fitness Center are now on.
USER: Let's improve the lighting in The Bridge. Turn on the Grey lights.,COMMAND: TURN ON LIGHTS Grey The Bridge,RESPONSE: Absolutely! Enhancing the lighting in The Bridge with Grey lights.
USER: The room is too dim for my liking. Can we turn on the Straw lights?,COMMAND: TURN ON LIGHTS Straw Guest Bedroom 2,RESPONSE: Of course! Lights Straw are now on to brighten up the room.
USER: It's a bit gloomy in Salon. Let's turn on the lights Orange.,COMMAND: TURN ON LIGHTS Orange Salon,RESPONSE: Sure thing! Illuminating Salon with Orange lights.
USER: How about we add some light to Observation Deck by turning on the Teal lights?,COMMAND: TURN ON LIGHTS Teal Observation Deck,RESPONSE: Certainly! Teal lights are now adding light to Observation Deck.
USER: I need better lighting in The Bridge. Turn on the Navy lights
USER: The room feels dark. Let's turn on the Pink lights in Jacuzzi.,COMMAND: TURN ON LIGHTS Pink Jacuzzi,RESPONSE: Of course! Adding some light to Jacuzzi with Pink lights.
USER: I'd like to have the lights Yellow in Dining Room turned on
USER: It's a bit dim in Library. Can we turn on the Pink lights?,COMMAND: TURN ON LIGHTS Pink Library,RESPONSE: Certainly! Brightening up Library with Pink lights.
TURN ON LIGHTS ROOM NO COLOR
USER: I want a cozy atmosphere in Sun Deck.,COMMAND: TURN ON LIGHTS rgb(255
USER: Let's make Salon feel energizing.,COMMAND: TURN ON LIGHTS rgb(255
USER: I need a calming environment in Sun Deck.,COMMAND: TURN ON LIGHTS rgb(102
USER: Make Observation Deck feel invigorating.,COMMAND: TURN ON LIGHTS rgb(0
USER: I want Observation Deck to have a tranquil vibe.,COMMAND: TURN ON LIGHTS rgb(0
USER: Let's set a romantic mood in Master Bedroom.,COMMAND: TURN ON LIGHTS rgb(255
USER: I need Game Room to feel like a party.,COMMAND: TURN ON LIGHTS rgb(255
USER: Make Crew Quarters feel like a forest.,COMMAND: TURN ON LIGHTS rgb(0
USER: I want a futuristic atmosphere in Spa.,COMMAND: TURN ON LIGHTS rgb(102
USER: Set a vibrant mood in Guest Bedroom 2.,COMMAND: TURN ON LIGHTS rgb(255
USER: I need Observation Deck to feel like a beach vacation.,COMMAND: TURN ON LIGHTS rgb(255
USER: Create a nostalgic ambiance in Library.,COMMAND: TURN ON LIGHTS rgb(204
USER: Let's make Sun Deck feel like a sci-fi movie.,COMMAND: TURN ON LIGHTS rgb(102
USER: I want a soothing vibe in Library.,COMMAND: TURN ON LIGHTS rgb(153
USER: Make The Bridge feel like a tropical paradise.,COMMAND: TURN ON LIGHTS rgb(0
USER: Set a mysterious mood in Galley.,COMMAND: TURN ON LIGHTS rgb(128
USER: I need Galley to feel like a disco.,COMMAND: TURN ON LIGHTS rgb(255
USER: Create a serene atmosphere in Spa.,COMMAND: TURN ON LIGHTS rgb(0
USER: Let's make Guest Bedroom 2 feel like a space station.,COMMAND: TURN ON LIGHTS rgb(204
USER: I want Library to feel like a cafe.,COMMAND: TURN ON LIGHTS rgb(153
USER: Create a lively ambiance in Fitness Center.,COMMAND: TURN ON LIGHTS rgb(255
USER: Make Crew Quarters feel like a rainy day.,COMMAND: TURN ON LIGHTS rgb(128
USER: Set a modern and minimalist vibe in The Bridge.,COMMAND: TURN ON LIGHTS rgb(204
USER: I need Sun Deck to feel like a winter wonderland.,COMMAND: TURN ON LIGHTS rgb(192
USER: Create a magical atmosphere in Game Room.,COMMAND: TURN ON LIGHTS rgb(255
USER: Let's make Sun Deck feel like a library.,COMMAND: TURN ON LIGHTS rgb(102
USER: I want a retro vibe in Dining Room.,COMMAND: TURN ON LIGHTS rgb(255
USER: Set a futuristic and high-tech mood in Observation Deck.,COMMAND: TURN ON LIGHTS rgb(51
USER: Make Library feel like a summer day.,COMMAND: TURN ON LIGHTS rgb(255
USER: Create a romantic and candlelit atmosphere in Jacuzzi.,COMMAND: TURN ON LIGHTS rgb(255
USER: I need Sun Deck to feel like a spaceship.,COMMAND: TURN ON LIGHTS rgb(51
USER: Let's make Lounge feel like a garden.,COMMAND: TURN ON LIGHTS rgb(102
USER: I want a mystical atmosphere in Fitness Center.,COMMAND: TURN ON LIGHTS rgb(102
USER: Create an industrial and urban ambiance in Guest Bedroom 6.,COMMAND: TURN ON LIGHTS rgb(102
USER: Make The Bridge feel like a cozy cabin in the woods.,COMMAND: TURN ON LIGHTS rgb(153
USER: Set a tranquil and lakeside mood in Dining Room.,COMMAND: TURN ON LIGHTS rgb(51
USER: I need Cinema to feel like a bustling city street.,COMMAND: TURN ON LIGHTS rgb(204
USER: Create an ethereal and otherworldly atmosphere in Cabin Suite.,COMMAND: TURN ON LIGHTS rgb(204
WEATHER
USER: Can you tell me the weather forecast for 3rd of june in Seychelles?,COMMAND: GET WEATHER 3rd of june Seychelles,SYSTEM: PARTLY CLOUDY 23C CHANCE OF SHOWERS 20%,RESPONSE: The weather in Seychelles on 3rd of june is expected to be partly cloudy with a high of 23 degrees Celsius. There's a slight chance of showers
USER: What's the weather like in Santorini on 21st of january?,COMMAND: GET WEATHER 21st of january Santorini,SYSTEM: CLEAR SKIES 28C UV INDEX HIGH,RESPONSE: Expect clear skies in Santorini on 21st of january with a high temperature of 28 degrees Celsius. The UV index is high
USER: I'm planning an outdoor event on new year's eve. Can you check the weather forecast for Easter Island?,COMMAND: GET WEATHER new year's eve Easter Island,SYSTEM: SUNNY 30C NO PRECIPITATION,RESPONSE: Great news! new year's eve in Easter Island is forecasted to be sunny with a high of 30 degrees Celsius. There's no precipitation expected
USER: I need to travel on tomorrow. What's the weather forecast for Hawaii?,COMMAND: GET WEATHER tomorrow Hawaii,SYSTEM: OVERCAST 15C RAIN LIKELY 60%,RESPONSE: On tomorrow
USER: Can you give me the weather information for tonight evening in Easter Island?,COMMAND: GET WEATHER tonight evening Easter Island,SYSTEM: PARTLY SUNNY 20C WINDS LIGHT,RESPONSE: Easter Island will experience partly sunny conditions on tonight evening with a high temperature of 20 degrees Celsius. The winds will be light
USER: I'm curious about the weather in Santorini on 19th of november. Can you provide the forecast?,COMMAND: GET WEATHER 19th of november Santorini,SYSTEM: RAIN SHOWERS 17C THUNDERSTORMS POSSIBLE,RESPONSE: 19th of november in Santorini is expected to bring rain showers with a high of 17 degrees Celsius. There's a possibility of thunderstorms
USER: What's the expected weather for new year's eve in Hawaii?,COMMAND: GET WEATHER new year's eve Hawaii,SYSTEM: PARTLY CLOUDY 25C BREEZY CONDITIONS,RESPONSE: The weather forecast for new year's eve in Hawaii calls for partly cloudy skies and a high temperature of 25 degrees Celsius. Expect breezy conditions throughout the day.
USER: I'm planning a trip on new year's eve. Can you tell me the weather forecast for Hawaii?,COMMAND: GET WEATHER new year's eve Hawaii,SYSTEM: MOSTLY CLEAR 22C LOW HUMIDITY,RESPONSE: Hawaii is expected to have mostly clear skies on new year's eve with a pleasant high of 22 degrees Celsius. The humidity will be low
USER: I need to know the weather in Svalbard on 10th of march. Can you provide the details?,COMMAND: GET WEATHER 10th of march Svalbard,SYSTEM: FOGGY 12C VISIBILITY LIMITED,RESPONSE: Expect foggy conditions in Svalbard on 10th of march with a high temperature of 12 degrees Celsius. Visibility will be limited
USER: What's the weather like in Honolulu on 10th of march? I have outdoor plans.,COMMAND: GET WEATHER 10th of march Honolulu,SYSTEM: SUNNY 27C UV INDEX VERY HIGH,RESPONSE: Fantastic! Honolulu is forecasted to have sunny weather on 10th of march with a high temperature of 27 degrees Celsius. The UV index is very high
USER: Can you provide the weather forecast for 23rd of july in Machu Picchu?,COMMAND: GET WEATHER 23rd of july Machu Picchu,SYSTEM: PARTLY CLOUDY 19C SLIGHT CHANCE OF RAIN,RESPONSE: On 23rd of july
USER: I'm traveling on 10th of march. Can you check the weather forecast for Bali?,COMMAND: GET WEATHER 10th of march Bali,SYSTEM: OVERCAST 14C RAIN SHOWERS LIKELY 70%,RESPONSE: 10th of march in Bali is anticipated to be overcast with a high temperature of 14 degrees Celsius. There's a 70% likelihood of rain showers
USER: What's the weather outlook for 10th of march in Maldives?,COMMAND: GET WEATHER 10th of march Maldives,SYSTEM: CLEAR SKIES 31C HEAT ADVISORY,RESPONSE: Prepare for hot weather on 10th of march in Maldives with clear skies and a high of 31 degrees Celsius. A heat advisory is in effect
USER: I'm curious about the weather in Phuket on new year's eve. Can you provide the forecast?,COMMAND: GET WEATHER new year's eve Phuket,SYSTEM: CLOUDY 21C CHANCE OF SCATTERED SHOWERS 40%,RESPONSE: Expect cloudy conditions in Phuket on new year's eve with a high of 21 degrees Celsius. There's a 40% chance of scattered showers
USER: What's the expected weather for christmas day in Barcelona?,COMMAND: GET WEATHER christmas day Barcelona,SYSTEM: PARTLY SUNNY 23C CALM WINDS,RESPONSE: The weather forecast for christmas day in Barcelona indicates partly sunny skies with a high temperature of 23 degrees Celsius. Winds will be calm
USER: I'm planning an outdoor event on 7th of april. Can you check the weather forecast for Cape Town?,COMMAND: GET WEATHER 7th of april Cape Town,SYSTEM: PARTLY CLOUDY 26C SLIGHT CHANCE OF SHOWERS 10%,RESPONSE: Great news! 7th of april in Cape Town is expected to be partly cloudy with a high of 26 degrees Celsius. There's only a slight 10% chance of showers
USER: Can you give me the weather information for the day after tomorrow in Barcelona?,COMMAND: GET WEATHER the day after tomorrow Barcelona,SYSTEM: SUNNY 29C UV INDEX VERY HIGH,RESPONSE: Expect sunny skies in Barcelona on the day after tomorrow with a high temperature of 29 degrees Celsius. The UV index is very high
USER: I want Phuket's weather forecast on 12th of february.,COMMAND: GET WEATHER 12th of february Phuket,SYSTEM: CLEAR SKIES 32C NO PRECIPITATION,RESPONSE: 12th of february in Phuket is expected to have clear skies and a high temperature of 32 degrees Celsius. There's no precipitation expected
USER: What's the weather like in Cape Town on the day after tomorrow?,COMMAND: GET WEATHER the day after tomorrow Cape Town,SYSTEM: OVERCAST 18C RAIN LIKELY 50%,RESPONSE: On the day after tomorrow
